pick_id,fixture_id,odds_event_id,home_team,away_team,home,away,match_date,minute,score,data,liga,league,country,mecz,match,market,signal,typ,bookmaker,odds_api_market,closing_outcome_name,kurs_buk,odds,kurs_model,kurs_bota,fair_odds,prawd_model,prawd_rynek,prawd_final,confidence,xg_probability,bayesian_probability,ensemble_probability,edge,ev,ev_percent,kelly_full,kelly_25,stage_kelly_fraction,recommended_stake,stake,home_xg,away_xg,tempo_score,tempo_level,pressure,momentum,tempo_data_verified,data_provenance,market_movement,market_direction,market_signal,clv_percent,clv_status,filter_status,filter_reason,marza_sum,marza_%,risk_level,ai_risk,risk,sharp_score,sharp_label,sharp_signals,stage_a_probability,advanced_total_xg,advanced_over25_prob,momentum_score,momentum_label,confidence_calibrated_v2,meta_probability,meta_weight_model,meta_weight_market,meta_weight_xg,meta_weight_momentum,meta_weight_sharp,dynamic_stake,ai_pick_score,best_pick,best_pick_label,status,bot_mode,bot_label
60d7ce5de352ceb2fca53134,1550895,,Club Tijuana,Tigres UANL,Club Tijuana,Tigres UANL,2026-07-17T03:10:00+00:00,,None-None,2026-07-17 03:50,Liga MX / Mexico,Liga MX,Mexico,Club Tijuana vs Tigres UANL,Club Tijuana vs Tigres UANL,DOUBLE_1X,1X,1X,Betano,double_chance,Home/Draw,1.82,1.82,1.66,1.7,1.7,0.602,0.5495,0.5888,58.88,0.6019930674022399,0.5941116897094862,0.5832,0.0717,0.0717,7.17,0.0874,0.0218,0.0874,20.0,20.0,1.1,1.3,,NO_DATA,,,False,API_FOOTBALL_FIXTURES+API_FOOTBALL_ODDS+API_FOOTBALL_TEAM_RESULTS,0.0,STABLE,NO_SIGNAL,0,PENDING_CLV,ACCEPTED,ACCEPTED,1.0,0.0,LOW,HIGH,HIGH,0,NEUTRAL,NO_SHARP_SIGNAL,0.5888281827966404,2.4,80.0,0.0,LOW,58.88,58.75,0.3,0.2,0.2,0.15,0.15,20.0,34.88,False,STANDARD,NS,low,PREMATCH LOW
80dd27e9ca83bf433e86018a,1519406,,Orense SC,Emelec,Orense SC,Emelec,2026-07-17T00:00:00+00:00,90,0-1,2026-07-17 03:50,Liga Pro / Ecuador,Liga Pro,Ecuador,Orense SC vs Emelec,Orense SC vs Emelec,UNDER_4.5,Under 4.5,Under 4.5,Unibet,totals,Under,2.6,2.6,1.03,1.06,1.06,0.9704,0.8984,0.9444,94.44,0.9703852000168831,0.9595930450143506,0.9446,0.0512,1.4555,145.55,0.9097,0.05,0.9097,20.0,20.0,0.75,0.95,,NO_DATA,,,False,API_FOOTBALL_FIXTURES+API_FOOTBALL_ODDS+API_FOOTBALL_TEAM_RESULTS,0.0,STABLE,NO_SIGNAL,0,PENDING_CLV,ACCEPTED,ACCEPTED,0.4281,-57.19,RISK,LOW,LOW,0,NEUTRAL,NO_SHARP_SIGNAL,0.9444151315100453,1.7,56.67,0.0,LOW,91.64,94.82,0.3,0.2,0.2,0.15,0.15,27.6,81.3,True,TOP PICK,2H,low,PREMATCH LOW
c0080ee28b0d6dc89a30952f,1547981,,FC Nordsjaelland,Sparta Praha,FC Nordsjaelland,Sparta Praha,2026-07-17T10:00:00+00:00,,None-None,2026-07-17 03:51,Friendlies Clubs / World,Friendlies Clubs,World,FC Nordsjaelland vs Sparta Praha,FC Nordsjaelland vs Sparta Praha,OVER_0.5,Over 0.5,Over 0.5,Betano,totals,Over,2.4,2.4,1.06,1.08,1.08,0.9468,0.8763,0.9217,92.17,0.9467790399755606,0.9362054829482986,0.9215,0.0518,1.212,121.2,0.8657,0.05,0.8657,20.0,20.0,1.04,2.09,,NO_DATA,,,False,API_FOOTBALL_FIXTURES+API_FOOTBALL_ODDS+API_FOOTBALL_TEAM_RESULTS,0.0,STABLE,NO_SIGNAL,0,PENDING_CLV,ACCEPTED,ACCEPTED,0.4755,-52.45,RISK,LOW,LOW,0,NEUTRAL,NO_SHARP_SIGNAL,0.921683838063809,3.13,97.0,0.0,LOW,95.09,92.52,0.3,0.2,0.2,0.15,0.15,27.6,76.33,True,TOP PICK,NS,low,PREMATCH LOW
5bfb5eff6d3a6eae1f2991bb,1490327,,St. Louis City,Sporting Kansas City,St. Louis City,Sporting Kansas City,2026-07-17T00:30:00+00:00,45,2-1,2026-07-17 03:50,Major League Soccer / USA,Major League Soccer,USA,St. Louis City vs Sporting Kansas City,St. Louis City vs Sporting Kansas City,OVER_0.5,Over 0.5,Over 0.5,Betano,totals,Over,2.32,2.32,1.05,1.07,1.07,0.9517,0.9005,0.9304,93.04,0.9516868306224191,0.9440109929930356,0.9334,0.0332,1.1586,115.86,0.8777,0.05,0.8777,20.0,20.0,2.05,1.2,,NO_DATA,,,False,API_FOOTBALL_FIXTURES+API_FOOTBALL_ODDS+API_FOOTBALL_TEAM_RESULTS,0.0,STABLE,NO_SIGNAL,0,PENDING_CLV,ACCEPTED,ACCEPTED,0.4787,-52.13,RISK,LOW,LOW,0,NEUTRAL,NO_SHARP_SIGNAL,0.9304176950951248,3.25,97.0,0.0,LOW,96.44,93.51,0.3,0.2,0.2,0.15,0.15,27.6,75.57,True,TOP PICK,HT,low,PREMATCH LOW
099388f259b12eb860eb816a,1523203,,Beijing Guoan,Shenyang Urban,Beijing Guoan,Shenyang Urban,2026-07-17T11:35:00+00:00,,None-None,2026-07-17 03:51,Super League / China,Super League,China,Beijing Guoan vs Shenyang Urban,Beijing Guoan vs Shenyang Urban,OVER_1.5,Over 1.5,Over 1.5,Betano,totals,Over,2.07,2.07,1.12,1.15,1.15,0.8938,0.8366,0.8727,87.27,0.8938466384494764,0.8852629339212026,0.8733,0.0431,0.8065,80.65,0.7537,0.05,0.7537,20.0,20.0,2.11,1.61,,NO_DATA,,,False,API_FOOTBALL_FIXTURES+API_FOOTBALL_ODDS+API_FOOTBALL_TEAM_RESULTS,0.0,STABLE,NO_SIGNAL,0,PENDING_CLV,ACCEPTED,ACCEPTED,0.5774,-42.26,RISK,LOW,LOW,0,NEUTRAL,NO_SHARP_SIGNAL,0.8727040537448418,3.72,97.0,0.0,LOW,92.55,87.61,0.3,0.2,0.2,0.15,0.15,27.6,65.87,True,BEST PICK,NS,low,PREMATCH LOW
858a4a027f9dc7666662848c,1583332,,Kolos Kovalivka,Kudrivka,Kolos Kovalivka,Kudrivka,2026-07-17T14:00:00+00:00,,None-None,2026-07-17 03:52,Friendlies Clubs / World,Friendlies Clubs,World,Kolos Kovalivka vs Kudrivka,Kolos Kovalivka vs Kudrivka,OVER_1.5,Over 1.5,Over 1.5,Betfair,totals,Over,2.25,2.25,1.32,1.35,1.35,0.7574,0.7097,0.7415,74.15,0.7573619654322705,0.7502092835206557,0.7403,0.0448,0.6683,66.83,0.5347,0.05,0.5347,20.0,20.0,1.68,0.99,,NO_DATA,,,False,API_FOOTBALL_FIXTURES+API_FOOTBALL_ODDS+API_FOOTBALL_TEAM_RESULTS,0.0,STABLE,NO_SIGNAL,0,PENDING_CLV,ACCEPTED,ACCEPTED,0.6263,-37.37,RISK,MEDIUM,MEDIUM,0,NEUTRAL,NO_SHARP_SIGNAL,0.741476498464459,2.67,89.0,0.0,LOW,75.23,74.31,0.3,0.2,0.2,0.15,0.15,23.0,55.05,True,VALUE PICK,NS,low,PREMATCH LOW
73942b4ad337d99d2cb2c88d,1522144,,Northcote City,Manningham United Blues,Northcote City,Manningham United Blues,2026-07-17T10:30:00+00:00,,None-None,2026-07-17 03:51,Victoria NPL 2 / Australia,Victoria NPL 2,Australia,Northcote City vs Manningham United Blues,Northcote City vs Manningham United Blues,OVER_1.5,Over 1.5,Over 1.5,Pinnacle,totals,Over,2.0,2.0,1.23,1.26,1.26,0.8117,0.7484,0.7914,79.14,0.8117421788223769,0.8022450029424166,0.7891,0.0574,0.5827,58.27,0.5827,0.05,0.5827,20.0,20.0,1.75,1.25,,NO_DATA,,,False,API_FOOTBALL_FIXTURES+API_FOOTBALL_ODDS+API_FOOTBALL_TEAM_RESULTS,0.0,STABLE,NO_SIGNAL,0,PENDING_CLV,ACCEPTED,ACCEPTED,0.6681,-33.19,RISK,LOW,LOW,0,NEUTRAL,NO_SHARP_SIGNAL,0.7913715020596916,3.0,97.0,0.0,LOW,81.54,79.3,0.3,0.2,0.2,0.15,0.15,27.6,56.54,True,VALUE PICK,NS,low,PREMATCH LOW
7a8d2cbaf4cf12c6e4bd2c38,1528654,,Hebei Kungfu,Yanbian Longding,Hebei Kungfu,Yanbian Longding,2026-07-17T11:30:00+00:00,,None-None,2026-07-17 03:51,League One / China,League One,China,Hebei Kungfu vs Yanbian Longding,Hebei Kungfu vs Yanbian Longding,UNDER_4.5,Under 4.5,Under 4.5,Marathonbet,totals,Under,1.65,1.65,1.08,1.11,1.11,0.922,0.8584,0.8989,89.89,0.9219864017910686,0.9124438063292752,0.8992,0.0472,0.4832,48.32,0.7434,0.05,0.7434,20.0,20.0,0.75,1.5,,NO_DATA,,,False,API_FOOTBALL_FIXTURES+API_FOOTBALL_ODDS+API_FOOTBALL_TEAM_RESULTS,0.0,STABLE,NO_SIGNAL,0,PENDING_CLV,ACCEPTED,ACCEPTED,0.7061,-29.39,RISK,LOW,LOW,0,NEUTRAL,NO_SHARP_SIGNAL,0.8989006644304927,2.25,75.0,0.0,LOW,89.29,90.23,0.3,0.2,0.2,0.15,0.15,27.6,59.73,True,VALUE PICK,NS,low,PREMATCH LOW
7f53dcf9ac6ead82106ecae6,1527103,,West Torrens Birkalla,Para Hills Knights,West Torrens Birkalla,Para Hills Knights,2026-07-17T10:30:00+00:00,,None-None,2026-07-17 03:51,South Australia NPL / Australia,South Australia NPL,Australia,West Torrens Birkalla vs Para Hills Knights,West Torrens Birkalla vs Para Hills Knights,OVER_1.5,Over 1.5,Over 1.5,Marathonbet,totals,Over,1.51,1.51,1.09,1.11,1.11,0.9204,0.8743,0.9009,90.09,0.9204039287446938,0.9134840555029314,0.9039,0.0305,0.3604,36.04,0.7066,0.05,0.7066,20.0,20.0,3.15,0.95,,NO_DATA,,,False,API_FOOTBALL_FIXTURES+API_FOOTBALL_ODDS+API_FOOTBALL_TEAM_RESULTS,0.0,STABLE,NO_SIGNAL,0,PENDING_CLV,ACCEPTED,ACCEPTED,0.7575,-24.25,RISK,LOW,LOW,0,NEUTRAL,NO_SHARP_SIGNAL,0.9009188388520519,4.1,97.0,0.0,LOW,96.89,90.53,0.3,0.2,0.2,0.15,0.15,27.6,58.62,True,VALUE PICK,NS,low,PREMATCH LOW
0902ae276cbcb48b32cb70a1,1528654,,Hebei Kungfu,Yanbian Longding,Hebei Kungfu,Yanbian Longding,2026-07-17T11:30:00+00:00,,None-None,2026-07-17 03:51,League One / China,League One,China,Hebei Kungfu vs Yanbian Longding,Hebei Kungfu vs Yanbian Longding,OVER_0.5,Over 0.5,Over 0.5,Marathonbet,totals,Over,1.54,1.54,1.13,1.16,1.16,0.8827,0.8386,0.8645,86.45,0.8827432979156701,0.876117966750332,0.8669,0.031,0.3314,33.14,0.6137,0.05,0.6137,20.0,20.0,0.75,1.5,,NO_DATA,,,False,API_FOOTBALL_FIXTURES+API_FOOTBALL_ODDS+API_FOOTBALL_TEAM_RESULTS,0.0,STABLE,NO_SIGNAL,0,PENDING_CLV,ACCEPTED,ACCEPTED,0.7744,-22.56,RISK,LOW,LOW,0,NEUTRAL,NO_SHARP_SIGNAL,0.8645325767252323,2.25,75.0,0.0,LOW,85.85,86.84,0.3,0.2,0.2,0.15,0.15,27.6,54.56,True,VALUE PICK,NS,low,PREMATCH LOW
c55f3a7202f0f4805f6b99ce,1528653,,Dongguan United,Nantong Zhiyun,Dongguan United,Nantong Zhiyun,2026-07-17T11:30:00+00:00,,None-None,2026-07-17 03:51,League One / China,League One,China,Dongguan United vs Nantong Zhiyun,Dongguan United vs Nantong Zhiyun,OVER_0.5,Over 0.5,Over 0.5,Pinnacle,totals,Over,1.48,1.48,1.11,1.14,1.14,0.8994,0.8517,0.8801,88.01,0.8994125982480333,0.8922562195328724,0.8823,0.0333,0.3025,30.25,0.6303,0.05,0.6303,20.0,20.0,0.99,1.44,,NO_DATA,,,False,API_FOOTBALL_FIXTURES+API_FOOTBALL_ODDS+API_FOOTBALL_TEAM_RESULTS,0.0,STABLE,NO_SIGNAL,0,PENDING_CLV,ACCEPTED,ACCEPTED,0.7933,-20.67,RISK,LOW,LOW,0,NEUTRAL,NO_SHARP_SIGNAL,0.8800893536730107,2.43,81.0,0.0,LOW,88.13,88.41,0.3,0.2,0.2,0.15,0.15,27.6,55.02,True,VALUE PICK,NS,low,PREMATCH LOW
94ad677e930ebfb22fbdcad8,1528651,,Changchun Yatai,Wuxi Wugou,Changchun Yatai,Wuxi Wugou,2026-07-17T11:00:00+00:00,,None-None,2026-07-17 03:51,League One / China,League One,China,Changchun Yatai vs Wuxi Wugou,Changchun Yatai vs Wuxi Wugou,OVER_0.5,Over 0.5,Over 0.5,Betano,totals,Over,1.4,1.4,1.05,1.08,1.08,0.9523,0.8871,0.9281,92.81,0.9522545082928906,0.9424808481779893,0.9289,0.0462,0.2994,29.94,0.7484,0.05,0.7484,20.0,20.0,1.61,1.67,,NO_DATA,,,False,API_FOOTBALL_FIXTURES+API_FOOTBALL_ODDS+API_FOOTBALL_TEAM_RESULTS,0.0,STABLE,NO_SIGNAL,0,PENDING_CLV,ACCEPTED,ACCEPTED,0.8052,-19.48,RISK,LOW,LOW,0,NEUTRAL,NO_SHARP_SIGNAL,0.9281165937245924,3.28,97.0,0.0,LOW,96.33,93.2,0.3,0.2,0.2,0.15,0.15,27.6,58.47,True,VALUE PICK,NS,low,PREMATCH LOW
506f95ee04a6a200f5553706,1540103,,Sarmiento Junin,Boca Juniors,Sarmiento Junin,Boca Juniors,2026-07-17T00:45:00+00:00,45,0-0,2026-07-17 03:50,Copa Argentina / Argentina,Copa Argentina,Argentina,Sarmiento Junin vs Boca Juniors,Sarmiento Junin vs Boca Juniors,BTTS_YES,BTTS Yes,BTTS Yes,Bet365,btts,Yes,2.75,2.75,1.99,2.12,2.12,0.5013,0.3529,0.471,47.1,0.5013124212738634,0.4790567345533721,0.4481,0.3346,0.2953,29.53,0.1688,0.0422,0.1688,20.0,20.0,0.95,1.6,,NO_DATA,,,False,API_FOOTBALL_FIXTURES+API_FOOTBALL_ODDS+API_FOOTBALL_TEAM_RESULTS,0.0,STABLE,NO_SIGNAL,0,PENDING_CLV,ACCEPTED,ACCEPTED,1.0303,3.03,RISK,HIGH,HIGH,0,NEUTRAL,NO_SHARP_SIGNAL,0.47102971418736045,2.55,85.0,0.0,LOW,47.7,46.26,0.3,0.2,0.2,0.15,0.15,23.0,36.87,False,STANDARD,HT,low,PREMATCH LOW
6b59402bc0d7cb6906193503,1554985,,Zbrojovka Brno,Podbrezová,Zbrojovka Brno,Podbrezová,2026-07-17T15:00:00+00:00,,None-None,2026-07-17 03:52,Friendlies Clubs / World,Friendlies Clubs,World,Zbrojovka Brno vs Podbrezová,Zbrojovka Brno vs Podbrezová,OVER_0.5,Over 0.5,Over 0.5,Betano,totals,Over,1.38,1.38,1.05,1.07,1.07,0.956,0.8885,0.9313,93.13,0.956020210848239,0.9458966622581597,0.9318,0.0482,0.2852,28.52,0.7506,0.05,0.7506,20.0,20.0,1.91,1.46,,NO_DATA,,,False,API_FOOTBALL_FIXTURES+API_FOOTBALL_ODDS+API_FOOTBALL_TEAM_RESULTS,0.0,STABLE,NO_SIGNAL,0,PENDING_CLV,ACCEPTED,ACCEPTED,0.8155,-18.45,RISK,LOW,LOW,0,NEUTRAL,NO_SHARP_SIGNAL,0.9313176635807117,3.37,97.0,0.0,LOW,97.01,93.51,0.3,0.2,0.2,0.15,0.15,27.6,58.46,True,VALUE PICK,NS,low,PREMATCH LOW
896725c28b08556e5bc7c4a9,1547982,,Lincoln,Leyton Orient,Lincoln,Leyton Orient,2026-07-17T15:00:00+00:00,,None-None,2026-07-17 03:52,Friendlies Clubs / World,Friendlies Clubs,World,Lincoln vs Leyton Orient,Lincoln vs Leyton Orient,OVER_0.5,Over 0.5,Over 0.5,Marathonbet,totals,Over,1.38,1.38,1.05,1.08,1.08,0.9535,0.8885,0.9294,92.94,0.9535268165945175,0.9437772771424966,0.9302,0.046,0.2826,28.26,0.7436,0.05,0.7436,20.0,20.0,1.3,2.0,,NO_DATA,,,False,API_FOOTBALL_FIXTURES+API_FOOTBALL_ODDS+API_FOOTBALL_TEAM_RESULTS,0.0,STABLE,NO_SIGNAL,0,PENDING_CLV,ACCEPTED,ACCEPTED,0.8155,-18.45,RISK,LOW,LOW,0,NEUTRAL,NO_SHARP_SIGNAL,0.9293840939997475,3.3,97.0,0.0,LOW,96.54,93.33,0.3,0.2,0.2,0.15,0.15,27.6,58.22,True,VALUE PICK,NS,low,PREMATCH LOW
55d3b023421a04904b688b26,1528652,,Suzhou Dongwu,Shenzhen Juniors,Suzhou Dongwu,Shenzhen Juniors,2026-07-17T11:00:00+00:00,,None-None,2026-07-17 03:51,League One / China,League One,China,Suzhou Dongwu vs Shenzhen Juniors,Suzhou Dongwu vs Shenzhen Juniors,OVER_0.5,Over 0.5,Over 0.5,Betano,totals,Over,1.39,1.39,1.06,1.09,1.09,0.9398,0.8878,0.9187,91.87,0.9398071214083941,0.9320079660300646,0.9212,0.0347,0.2769,27.69,0.7101,0.05,0.7101,20.0,20.0,1.1,1.9,,NO_DATA,,,False,API_FOOTBALL_FIXTURES+API_FOOTBALL_ODDS+API_FOOTBALL_TEAM_RESULTS,0.0,STABLE,NO_SIGNAL,0,PENDING_CLV,ACCEPTED,ACCEPTED,0.8103,-18.97,RISK,LOW,LOW,0,NEUTRAL,NO_SHARP_SIGNAL,0.9186555762210452,3.0,97.0,0.0,LOW,94.27,92.31,0.3,0.2,0.2,0.15,0.15,27.6,57.11,True,VALUE PICK,NS,low,PREMATCH LOW
196e440dd3911f7e1e51a5df,1521981,,Bentleigh Greens,Dandenong City,Bentleigh Greens,Dandenong City,2026-07-17T09:30:00+00:00,,None-None,2026-07-17 03:50,Victoria NPL / Australia,Victoria NPL,Australia,Bentleigh Greens vs Dandenong City,Bentleigh Greens vs Dandenong City,OVER_0.5,Over 0.5,Over 0.5,Betano,totals,Over,1.37,1.37,1.05,1.08,1.08,0.9508,0.8883,0.9272,92.72,0.950798568812152,0.9414306172311604,0.9284,0.0438,0.2703,27.03,0.7306,0.05,0.7306,20.0,20.0,0.9,2.3,,NO_DATA,,,False,API_FOOTBALL_FIXTURES+API_FOOTBALL_ODDS+API_FOOTBALL_TEAM_RESULTS,0.0,STABLE,NO_SIGNAL,0,PENDING_CLV,ACCEPTED,ACCEPTED,0.8217,-17.83,RISK,LOW,LOW,0,NEUTRAL,NO_SHARP_SIGNAL,0.9272314320618122,3.2,97.0,0.0,LOW,95.92,93.12,0.3,0.2,0.2,0.15,0.15,27.6,57.74,True,VALUE PICK,NS,low,PREMATCH LOW
e167b88e144c95163d9f87e9,1521980,,Green Gully,Dandenong Thunder,Green Gully,Dandenong Thunder,2026-07-17T09:30:00+00:00,,None-None,2026-07-17 03:50,Victoria NPL / Australia,Victoria NPL,Australia,Green Gully vs Dandenong Thunder,Green Gully vs Dandenong Thunder,OVER_0.5,Over 0.5,Over 0.5,Betano,totals,Over,1.34,1.34,1.05,1.07,1.07,0.9553,0.9018,0.9335,93.35,0.9553373107478277,0.9473006437544218,0.9361,0.0352,0.2509,25.09,0.7378,0.05,0.7378,20.0,20.0,1.95,1.4,,NO_DATA,,,False,API_FOOTBALL_FIXTURES+API_FOOTBALL_ODDS+API_FOOTBALL_TEAM_RESULTS,0.0,STABLE,NO_SIGNAL,0,PENDING_CLV,ACCEPTED,ACCEPTED,0.8276,-17.24,RISK,LOW,LOW,0,NEUTRAL,NO_SHARP_SIGNAL,0.9334704506280953,3.35,97.0,0.0,LOW,97.15,93.81,0.3,0.2,0.2,0.15,0.15,27.6,57.69,True,VALUE PICK,NS,low,PREMATCH LOW
59ccbbb6c4587ae740fd0e6f,1533745,,Suwon FMC W,Hwacheon KSPO W,Suwon FMC W,Hwacheon KSPO W,2026-07-17T10:00:00+00:00,,None-None,2026-07-17 03:51,WK-League / South-Korea,WK-League,South-Korea,Suwon FMC W vs Hwacheon KSPO W,Suwon FMC W vs Hwacheon KSPO W,OVER_0.5,Over 0.5,Over 0.5,BetVictor,totals,Over,1.34,1.34,1.06,1.08,1.08,0.947,0.8914,0.9249,92.49,0.946970213753841,0.9386361889841198,0.9271,0.0376,0.2394,23.94,0.7041,0.05,0.7041,20.0,20.0,1.9,1.25,,NO_DATA,,,False,API_FOOTBALL_FIXTURES+API_FOOTBALL_ODDS+API_FOOTBALL_TEAM_RESULTS,0.0,STABLE,NO_SIGNAL,0,PENDING_CLV,ACCEPTED,ACCEPTED,0.8372,-16.28,RISK,LOW,LOW,0,NEUTRAL,NO_SHARP_SIGNAL,0.9249153322888839,3.15,97.0,0.0,LOW,95.49,92.92,0.3,0.2,0.2,0.15,0.15,27.6,56.86,True,VALUE PICK,NS,low,PREMATCH LOW
ff1ad4e90c5608f3f1e2d4ad,1548859,,Bayreuth,FC Carl Zeiss Jena,Bayreuth,FC Carl Zeiss Jena,2026-07-17T16:00:00+00:00,,None-None,2026-07-17 03:52,Friendlies Clubs / World,Friendlies Clubs,World,Bayreuth vs FC Carl Zeiss Jena,Bayreuth vs FC Carl Zeiss Jena,OVER_0.5,Over 0.5,Over 0.5,Betfair,totals,Over,1.29,1.29,1.03,1.06,1.06,0.9748,0.895,0.9471,94.71,0.9748144305238009,0.962847758215369,0.9462,0.0582,0.2218,22.18,0.7649,0.05,0.7649,20.0,20.0,2.5,1.5,,NO_DATA,,,False,API_FOOTBALL_FIXTURES+API_FOOTBALL_ODDS+API_FOOTBALL_TEAM_RESULTS,0.0,STABLE,NO_SIGNAL,0,PENDING_CLV,ACCEPTED,ACCEPTED,0.8661,-13.39,RISK,LOW,LOW,0,NEUTRAL,NO_SHARP_SIGNAL,0.9471434307507584,4.0,97.0,0.0,LOW,99.0,95.06,0.3,0.2,0.2,0.15,0.15,27.6,58.29,True,VALUE PICK,NS,low,PREMATCH LOW
